id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,city_code,region_code,center_type,op_area,category,cuisine
1472526,1,67,1885,135.86,134.86,0,0,1958,638,56,TYPE_B,7.0,Beverages,Thai
1037361,1,67,1993,133.86,133.86,0,0,1498,638,56,TYPE_B,7.0,Beverages,Thai
1103140,1,67,2539,134.86,135.86,0,0,324,638,56,TYPE_B,7.0,Beverages,Thai
1312791,1,67,2139,332.71,437.53,0,0,136,638,56,TYPE_B,7.0,Beverages,Indian
1128514,1,67,2631,253.23,253.23,0,0,53,638,56,TYPE_B,7.0,Beverages,Indian
1132348,1,67,1248,251.23,253.23,0,0,26,638,56,TYPE_B,7.0,Beverages,Indian
1356148,1,67,1778,183.36,182.36,0,0,404,638,56,TYPE_B,7.0,Beverages,Italian
1205986,1,67,1062,183.33,184.33,0,0,555,638,56,TYPE_B,7.0,Beverages,Italian
1124231,1,67,2707,189.15,191.15,0,0,647,638,56,TYPE_B,7.0,Beverages,Italian
1291133,1,67,1207,323.01,388.0,0,0,68,638,56,TYPE_B,7.0,Beverages,Continental
1307232,1,67,1230,321.07,389.0,0,0,175,638,56,TYPE_B,7.0,Beverages,Continental
1286510,1,67,2322,323.04,385.09,0,0,432,638,56,TYPE_B,7.0,Beverages,Continental
1140580,1,67,2290,287.15,286.15,0,0,730,638,56,TYPE_B,7.0,Rice Bowl,Indian
1304022,1,67,1727,433.65,433.65,0,0,865,638,56,TYPE_B,7.0,Rice Bowl,Indian
1438088,1,67,1109,240.62,268.69,1,0,998,638,56,TYPE_B,7.0,Rice Bowl,Indian
1131037,1,67,2577,280.33,280.33,0,0,271,638,56,TYPE_B,7.0,Starters,Thai
1463566,1,67,2640,282.33,282.33,0,0,350,638,56,TYPE_B,7.0,Starters,Thai
1300097,1,67,1878,281.33,280.33,0,0,271,638,56,TYPE_B,7.0,Starters,Thai
1196262,1,67,2306,242.5,340.53,0,0,419,638,56,TYPE_B,7.0,Pasta,Italian
1148454,1,67,1216,454.93,454.93,0,0,41,638,56,TYPE_B,7.0,Pasta,Italian
1224623,1,67,2126,487.0,487.0,0,0,15,638,56,TYPE_B,7.0,Pasta,Italian
1099955,1,67,2826,328.83,330.83,0,0,690,638,56,TYPE_B,7.0,Sandwich,Italian
1120719,1,67,1754,280.36,279.36,0,0,757,638,56,TYPE_B,7.0,Sandwich,Italian
1325785,1,67,1971,259.99,323.04,1,0,647,638,56,TYPE_B,7.0,Sandwich,Italian
1191872,1,67,1902,389.03,446.23,0,0,123,638,56,TYPE_B,7.0,Biryani,Indian
1344944,1,67,1247,389.03,445.23,0,0,123,638,56,TYPE_B,7.0,Biryani,Indian
1237566,1,67,1770,339.53,486.03,0,0,94,638,56,TYPE_B,7.0,Biryani,Indian
1037009,1,67,1311,166.84,168.84,0,0,620,638,56,TYPE_B,7.0,Extras,Thai
1407786,1,67,1803,162.96,163.96,0,0,634,638,56,TYPE_B,7.0,Extras,Thai
1320558,1,67,1438,244.5,272.63,0,0,150,638,56,TYPE_B,7.0,Soup,Thai
1271949,1,67,1847,243.5,271.63,0,0,94,638,56,TYPE_B,7.0,Soup,Thai
1002557,1,67,1558,581.03,612.13,1,0,215,638,56,TYPE_B,7.0,Pizza,Continental
1023639,1,67,2581,583.03,612.13,1,1,351,638,56,TYPE_B,7.0,Pizza,Continental
1023188,1,67,1962,582.0,612.13,1,1,418,638,56,TYPE_B,7.0,Pizza,Continental
