id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,city_code,region_code,center_type,op_area,category,cuisine
1350578,1,10,1885,135.86,133.86,0,0,1673,590,56,TYPE_B,6.3,Beverages,Thai
1174919,1,10,1993,134.86,135.86,0,0,1446,590,56,TYPE_B,6.3,Beverages,Thai
1371071,1,10,2539,133.86,126.16,0,1,647,590,56,TYPE_B,6.3,Beverages,Thai
1295523,1,10,2139,338.56,428.74,0,0,298,590,56,TYPE_B,6.3,Beverages,Indian
1188064,1,10,2631,251.23,252.23,0,0,108,590,56,TYPE_B,6.3,Beverages,Indian
1271410,1,10,1248,250.29,249.29,0,0,177,590,56,TYPE_B,6.3,Beverages,Indian
1393410,1,10,1778,184.36,184.36,0,0,742,590,56,TYPE_B,6.3,Beverages,Italian
1436842,1,10,1062,181.39,181.39,0,0,865,590,56,TYPE_B,6.3,Beverages,Italian
1347181,1,10,2707,196.0,196.0,0,0,1350,590,56,TYPE_B,6.3,Beverages,Italian
1260561,1,10,1207,322.07,382.18,0,0,769,590,56,TYPE_B,6.3,Beverages,Continental
1174971,1,10,1230,323.01,383.21,0,0,324,590,56,TYPE_B,6.3,Beverages,Continental
1039159,1,10,2322,320.1,386.09,0,0,717,590,56,TYPE_B,6.3,Beverages,Continental
1066768,1,10,2290,295.85,297.85,0,0,1566,590,56,TYPE_B,6.3,Rice Bowl,Indian
1129188,1,10,1727,425.86,426.86,0,0,1419,590,56,TYPE_B,6.3,Rice Bowl,Indian
1142165,1,10,1109,231.86,276.48,1,0,2672,590,56,TYPE_B,6.3,Rice Bowl,Indian
1456765,1,10,2577,282.33,281.33,0,0,501,590,56,TYPE_B,6.3,Starters,Thai
1187667,1,10,2640,281.33,282.33,0,0,392,590,56,TYPE_B,6.3,Starters,Thai
1255368,1,10,1878,281.33,280.33,0,0,202,590,56,TYPE_B,6.3,Starters,Thai
1324365,1,10,2306,244.5,335.68,0,1,824,590,56,TYPE_B,6.3,Pasta,Italian
1411421,1,10,1216,455.93,454.93,0,0,54,590,56,TYPE_B,6.3,Pasta,Italian
1050666,1,10,2126,485.0,486.0,0,0,67,590,56,TYPE_B,6.3,Pasta,Italian
1383092,1,10,2826,328.83,328.83,0,0,810,590,56,TYPE_B,6.3,Sandwich,Italian
1477252,1,10,1754,279.39,278.39,0,0,932,590,56,TYPE_B,6.3,Sandwich,Italian
1460982,1,10,1971,261.93,322.04,1,0,472,590,56,TYPE_B,6.3,Sandwich,Italian
1366150,1,10,1902,387.03,445.23,0,0,95,590,56,TYPE_B,6.3,Biryani,Indian
1299656,1,10,1247,387.03,446.23,0,0,53,590,56,TYPE_B,6.3,Biryani,Indian
1239653,1,10,1770,340.53,484.03,0,0,242,590,56,TYPE_B,6.3,Biryani,Indian
1421626,1,10,1198,129.04,196.0,0,0,269,590,56,TYPE_B,6.3,Extras,Thai
1378864,1,10,1311,174.66,173.66,0,0,595,590,56,TYPE_B,6.3,Extras,Thai
1421509,1,10,1803,173.66,210.52,0,0,501,590,56,TYPE_B,6.3,Extras,Thai
1479659,1,10,1438,242.5,270.63,0,0,95,590,56,TYPE_B,6.3,Soup,Thai
1406902,1,10,2494,243.5,243.5,0,0,41,590,56,TYPE_B,6.3,Soup,Thai
1421148,1,10,1847,243.5,244.5,0,0,26,590,56,TYPE_B,6.3,Soup,Thai
1225174,1,10,1558,583.03,612.13,1,0,431,590,56,TYPE_B,6.3,Pizza,Continental
1223760,1,10,2581,581.03,610.13,1,0,485,590,56,TYPE_B,6.3,Pizza,Continental
1126518,1,10,1962,581.03,614.04,1,0,742,590,56,TYPE_B,6.3,Pizza,Continental
