id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,city_code,region_code,center_type,op_area,category,cuisine
1103215,1,11,1885,136.83,136.83,0,0,959,679,56,TYPE_A,3.7,Beverages,Thai
1093939,1,11,1993,133.89,133.89,0,0,1052,679,56,TYPE_A,3.7,Beverages,Thai
1120771,1,11,2539,133.86,135.86,0,0,379,679,56,TYPE_A,3.7,Beverages,Thai
1472938,1,11,2139,339.5,436.53,0,0,54,679,56,TYPE_A,3.7,Beverages,Indian
1136817,1,11,2631,251.23,251.23,0,0,80,679,56,TYPE_A,3.7,Beverages,Indian
1425970,1,11,1248,253.23,253.23,0,0,27,679,56,TYPE_A,3.7,Beverages,Indian
1053516,1,11,1778,183.39,181.39,0,0,620,679,56,TYPE_A,3.7,Beverages,Italian
1057835,1,11,1062,184.36,182.36,0,0,798,679,56,TYPE_A,3.7,Beverages,Italian
1309667,1,11,2707,190.12,192.12,0,0,1594,679,56,TYPE_A,3.7,Beverages,Italian
1277077,1,11,1207,315.25,353.08,0,1,446,679,56,TYPE_A,3.7,Beverages,Continental
1039023,1,11,1230,325.98,380.3,0,0,391,679,56,TYPE_A,3.7,Beverages,Continental
1483315,1,11,2322,324.04,383.21,0,0,513,679,56,TYPE_A,3.7,Beverages,Continental
1474933,1,11,2290,292.97,293.97,0,0,703,679,56,TYPE_A,3.7,Rice Bowl,Indian
1305533,1,11,1727,364.78,403.52,0,0,879,679,56,TYPE_A,3.7,Rice Bowl,Indian
1426280,1,11,1109,237.68,262.9,1,0,1984,679,56,TYPE_A,3.7,Rice Bowl,Indian
1114533,1,11,2577,281.33,281.33,0,0,202,679,56,TYPE_A,3.7,Starters,Thai
1192269,1,11,2640,280.33,282.33,0,0,271,679,56,TYPE_A,3.7,Starters,Thai
1351149,1,11,1878,281.33,282.33,0,0,68,679,56,TYPE_A,3.7,Starters,Thai
1039383,1,11,2306,243.5,338.53,0,0,258,679,56,TYPE_A,3.7,Pasta,Italian
1435407,1,11,1216,456.93,456.93,0,1,13,679,56,TYPE_A,3.7,Pasta,Italian
1199821,1,11,2826,338.53,338.53,0,0,458,679,56,TYPE_A,3.7,Sandwich,Italian
1157042,1,11,1754,273.54,275.54,0,0,729,679,56,TYPE_A,3.7,Sandwich,Italian
1200664,1,11,1971,259.99,327.86,1,0,528,679,56,TYPE_A,3.7,Sandwich,Italian
1380543,1,11,1902,387.03,447.23,0,0,54,679,56,TYPE_A,3.7,Biryani,Indian
1381214,1,11,1247,387.03,447.23,0,0,40,679,56,TYPE_A,3.7,Biryani,Indian
1264861,1,11,1770,338.53,484.03,0,0,41,679,56,TYPE_A,3.7,Biryani,Indian
1094881,1,11,1198,166.9,219.25,0,0,391,679,56,TYPE_A,3.7,Extras,Thai
1429620,1,11,1311,160.05,160.05,0,0,783,679,56,TYPE_A,3.7,Extras,Thai
1032988,1,11,1803,179.45,179.45,0,0,769,679,56,TYPE_A,3.7,Extras,Thai
1225075,1,11,1438,242.5,272.63,0,0,55,679,56,TYPE_A,3.7,Soup,Thai
1297860,1,11,1847,258.05,258.05,0,0,28,679,56,TYPE_A,3.7,Soup,Thai
1215256,1,11,1558,583.03,612.13,1,0,80,679,56,TYPE_A,3.7,Pizza,Continental
1059758,1,11,2581,582.0,612.13,1,1,459,679,56,TYPE_A,3.7,Pizza,Continental
1090602,1,11,1962,586.91,624.71,1,0,540,679,56,TYPE_A,3.7,Pizza,Continental
1236933,1,11,1445,628.62,627.62,0,1,81,679,56,TYPE_A,3.7,Seafood,Continental
1283261,1,11,2867,626.62,628.62,0,0,81,679,56,TYPE_A,3.7,Seafood,Continental
1439461,1,11,2760,243.53,242.53,0,0,215,679,56,TYPE_A,3.7,Other Snacks,Thai
1102584,1,11,1525,242.5,282.33,0,1,460,679,56,TYPE_A,3.7,Other Snacks,Thai
1147589,1,11,2704,243.5,280.33,0,1,270,679,56,TYPE_A,3.7,Other Snacks,Thai
1188075,1,11,2492,387.03,387.03,0,0,26,679,56,TYPE_A,3.7,Desert,Indian
1250484,1,11,1543,486.03,486.03,0,0,107,679,56,TYPE_A,3.7,Desert,Indian
1099886,1,11,2304,484.03,485.03,0,0,150,679,56,TYPE_A,3.7,Desert,Indian
1091356,2,11,1885,133.86,135.86,0,0,1054,679,56,TYPE_A,3.7,Beverages,Thai
1499733,2,11,1993,135.86,133.86,0,0,1000,679,56,TYPE_A,3.7,Beverages,Thai
1268442,2,11,2539,135.86,135.86,0,0,325,679,56,TYPE_A,3.7,Beverages,Thai
1088659,2,11,2139,323.01,437.53,0,0,28,679,56,TYPE_A,3.7,Beverages,Indian
1187728,2,11,2631,95.06,252.23,1,1,379,679,56,TYPE_A,3.7,Beverages,Indian
1400301,2,11,1248,96.06,251.23,1,1,527,679,56,TYPE_A,3.7,Beverages,Indian
1061719,2,11,1778,181.39,183.39,0,0,742,679,56,TYPE_A,3.7,Beverages,Italian
1499745,2,11,1062,181.39,182.39,0,0,689,679,56,TYPE_A,3.7,Beverages,Italian
1342481,2,11,2707,191.09,191.09,0,0,1376,679,56,TYPE_A,3.7,Beverages,Italian
1106021,2,11,1207,322.04,323.04,0,0,230,679,56,TYPE_A,3.7,Beverages,Continental
1122744,2,11,1230,320.1,378.3,0,1,528,679,56,TYPE_A,3.7,Beverages,Continental
1185802,2,11,2322,322.1,382.21,0,0,377,679,56,TYPE_A,3.7,Beverages,Continental
1029804,2,11,2290,311.43,309.43,0,0,838,679,56,TYPE_A,3.7,Rice Bowl,Indian
1143897,2,11,1727,447.23,447.23,0,0,323,679,56,TYPE_A,3.7,Rice Bowl,Indian
1468425,2,11,1109,261.9,262.9,0,0,1215,679,56,TYPE_A,3.7,Rice Bowl,Indian
1266170,2,11,2577,282.33,280.33,0,0,244,679,56,TYPE_A,3.7,Starters,Thai
1252752,2,11,2640,281.33,282.33,0,0,351,679,56,TYPE_A,3.7,Starters,Thai
1208259,2,11,1878,282.33,282.33,0,0,53,679,56,TYPE_A,3.7,Starters,Thai
1483408,2,11,2306,244.5,338.53,0,0,285,679,56,TYPE_A,3.7,Pasta,Italian
1493303,2,11,1216,455.93,454.93,0,1,26,679,56,TYPE_A,3.7,Pasta,Italian
1440309,2,11,2826,339.53,338.53,0,0,460,679,56,TYPE_A,3.7,Sandwich,Italian
1064904,2,11,1754,290.03,292.03,0,0,865,679,56,TYPE_A,3.7,Sandwich,Italian
1176296,2,11,1971,260.96,328.86,1,0,877,679,56,TYPE_A,3.7,Sandwich,Italian
1271779,2,11,1902,388.03,446.23,0,0,27,679,56,TYPE_A,3.7,Biryani,Indian
1252776,2,11,1247,388.03,447.23,0,0,28,679,56,TYPE_A,3.7,Biryani,Indian
1330710,2,11,1770,340.53,486.03,0,0,40,679,56,TYPE_A,3.7,Biryani,Indian
1041302,2,11,1198,188.21,220.25,0,0,391,679,56,TYPE_A,3.7,Extras,Thai
1231759,2,11,1311,165.87,167.87,0,0,960,679,56,TYPE_A,3.7,Extras,Thai
1412490,2,11,1803,160.05,180.45,0,0,701,679,56,TYPE_A,3.7,Extras,Thai
1062821,2,11,1438,243.5,271.63,0,0,53,679,56,TYPE_A,3.7,Soup,Thai
1410522,2,11,2494,243.5,272.63,0,0,28,679,56,TYPE_A,3.7,Soup,Thai
1449602,2,11,1847,244.5,244.5,0,0,13,679,56,TYPE_A,3.7,Soup,Thai
1002108,2,11,1558,581.03,612.13,1,0,216,679,56,TYPE_A,3.7,Pizza,Continental
1165137,2,11,2581,581.03,610.13,1,1,202,679,56,TYPE_A,3.7,Pizza,Continental
1256969,2,11,1962,585.91,625.71,1,0,512,679,56,TYPE_A,3.7,Pizza,Continental
1279786,2,11,1445,628.62,626.62,0,0,123,679,56,TYPE_A,3.7,Seafood,Continental
1186502,2,11,2444,626.62,628.62,0,0,69,679,56,TYPE_A,3.7,Seafood,Continental
1172049,2,11,2867,627.62,626.62,0,0,41,679,56,TYPE_A,3.7,Seafood,Continental
1438380,2,11,2760,242.53,242.53,0,0,163,679,56,TYPE_A,3.7,Other Snacks,Thai
1421387,2,11,1525,243.47,282.33,0,1,512,679,56,TYPE_A,3.7,Other Snacks,Thai
1183468,2,11,2704,242.5,281.33,0,1,284,679,56,TYPE_A,3.7,Other Snacks,Thai
1021133,2,11,1543,484.03,486.03,0,0,41,679,56,TYPE_A,3.7,Desert,Indian
1115855,2,11,2304,485.03,484.03,0,0,54,679,56,TYPE_A,3.7,Desert,Indian
1195933,3,11,1885,135.86,133.86,0,0,891,679,56,TYPE_A,3.7,Beverages,Thai
