id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,city_code,region_code,center_type,op_area,category,cuisine
1219520,1,174,1885,135.86,155.26,0,1,2619,700,56,TYPE_A,7.0,Beverages,Thai
1288820,1,174,1993,136.83,154.26,0,1,2794,700,56,TYPE_A,7.0,Beverages,Thai
1452261,1,174,2539,133.86,134.83,0,1,554,700,56,TYPE_A,7.0,Beverages,Thai
1092850,1,174,2139,360.9,435.53,0,0,68,700,56,TYPE_A,7.0,Beverages,Indian
1418898,1,174,2631,251.23,252.23,0,0,67,700,56,TYPE_A,7.0,Beverages,Indian
1020076,1,174,1248,251.23,253.23,0,0,13,700,56,TYPE_A,7.0,Beverages,Indian
1123292,1,174,1778,182.36,183.36,0,0,782,700,56,TYPE_A,7.0,Beverages,Italian
1006373,1,174,1062,185.33,184.33,0,0,852,700,56,TYPE_A,7.0,Beverages,Italian
1260935,1,174,2707,193.09,193.09,0,0,1741,700,56,TYPE_A,7.0,Beverages,Italian
1437348,1,174,1207,323.98,387.06,0,0,431,700,56,TYPE_A,7.0,Beverages,Continental
1404813,1,174,1230,322.07,377.33,0,1,688,700,56,TYPE_A,7.0,Beverages,Continental
1423691,1,174,2322,325.98,384.12,0,1,931,700,56,TYPE_A,7.0,Beverages,Continental
1101770,1,174,2290,299.73,300.73,0,0,824,700,56,TYPE_A,7.0,Rice Bowl,Indian
1487527,1,174,1727,436.5,436.5,0,0,703,700,56,TYPE_A,7.0,Rice Bowl,Indian
1387332,1,174,1109,241.53,270.63,1,0,1566,700,56,TYPE_A,7.0,Rice Bowl,Indian
1388085,1,174,2577,281.33,281.33,0,0,204,700,56,TYPE_A,7.0,Starters,Thai
1407047,1,174,2640,280.33,281.33,0,0,177,700,56,TYPE_A,7.0,Starters,Thai
1492954,1,174,1878,282.33,280.33,0,0,134,700,56,TYPE_A,7.0,Starters,Thai
1444409,1,174,2306,244.5,340.53,0,0,284,700,56,TYPE_A,7.0,Pasta,Italian
1308179,1,174,1216,456.93,456.93,0,1,28,700,56,TYPE_A,7.0,Pasta,Italian
1109425,1,174,2126,486.0,534.53,0,1,134,700,56,TYPE_A,7.0,Pasta,Italian
1309681,1,174,2826,329.83,329.83,0,0,824,700,56,TYPE_A,7.0,Sandwich,Italian
1022576,1,174,1754,263.87,264.87,0,0,432,700,56,TYPE_A,7.0,Sandwich,Italian
1407753,1,174,1971,260.99,319.19,1,0,501,700,56,TYPE_A,7.0,Sandwich,Italian
1343775,1,174,1902,389.03,446.23,0,0,121,700,56,TYPE_A,7.0,Biryani,Indian
1282786,1,174,1247,387.03,445.23,0,0,109,700,56,TYPE_A,7.0,Biryani,Indian
1294415,1,174,1770,339.53,486.03,0,0,80,700,56,TYPE_A,7.0,Biryani,Indian
1205637,1,174,1198,183.36,184.36,0,0,94,700,56,TYPE_A,7.0,Extras,Thai
1116520,1,174,1311,173.69,201.79,0,0,175,700,56,TYPE_A,7.0,Extras,Thai
1313240,1,174,1803,160.05,186.3,0,0,163,700,56,TYPE_A,7.0,Extras,Thai
1431589,1,174,1438,244.5,272.63,0,0,162,700,56,TYPE_A,7.0,Soup,Thai
1119822,1,174,2494,242.5,270.63,0,0,94,700,56,TYPE_A,7.0,Soup,Thai
1153806,1,174,1847,244.5,271.63,0,0,150,700,56,TYPE_A,7.0,Soup,Thai
1488077,1,174,1558,582.03,610.13,1,1,150,700,56,TYPE_A,7.0,Pizza,Continental
1244571,1,174,2581,583.03,616.01,1,1,393,700,56,TYPE_A,7.0,Pizza,Continental
1113077,1,174,1962,581.09,610.13,1,0,581,700,56,TYPE_A,7.0,Pizza,Continental
1274829,1,174,1445,628.62,628.62,0,0,190,700,56,TYPE_A,7.0,Seafood,Continental
1495839,1,174,2444,628.62,627.62,0,0,81,700,56,TYPE_A,7.0,Seafood,Continental
1079768,1,174,2867,626.62,627.62,0,0,69,700,56,TYPE_A,7.0,Seafood,Continental
1393619,1,174,2760,242.53,241.53,0,0,176,700,56,TYPE_A,7.0,Other Snacks,Thai
1112157,1,174,1525,246.44,280.33,0,1,647,700,56,TYPE_A,7.0,Other Snacks,Thai
1338875,1,174,2704,245.44,280.33,0,1,512,700,56,TYPE_A,7.0,Other Snacks,Thai
1421680,1,174,2492,387.03,388.03,0,0,95,700,56,TYPE_A,7.0,Desert,Indian
1175280,1,174,1543,486.03,486.03,0,0,107,700,56,TYPE_A,7.0,Desert,Indian
1376370,1,174,2304,486.03,486.03,0,0,136,700,56,TYPE_A,7.0,Desert,Indian
1487505,2,174,1885,135.86,153.26,0,1,2377,700,56,TYPE_A,7.0,Beverages,Thai
1120915,2,174,1993,134.86,153.26,0,1,2498,700,56,TYPE_A,7.0,Beverages,Thai
1271358,2,174,2539,134.86,136.83,0,1,568,700,56,TYPE_A,7.0,Beverages,Thai
1073098,2,174,2139,357.02,436.53,0,0,55,700,56,TYPE_A,7.0,Beverages,Indian
1408215,2,174,2631,99.0,251.23,1,0,68,700,56,TYPE_A,7.0,Beverages,Indian
1468974,2,174,1248,97.03,253.23,1,0,607,700,56,TYPE_A,7.0,Beverages,Indian
1247516,2,174,1778,185.33,185.33,0,0,662,700,56,TYPE_A,7.0,Beverages,Italian
