id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,city_code,region_code,center_type,op_area,category,cuisine
1171094,1,13,1885,135.86,122.28,0,1,2132,590,56,TYPE_B,6.7,Beverages,Thai
1068455,1,13,1993,134.86,122.28,0,1,2418,590,56,TYPE_B,6.7,Beverages,Thai
1105491,1,13,2539,133.86,133.86,0,0,474,590,56,TYPE_B,6.7,Beverages,Thai
1486384,1,13,2139,337.62,437.53,0,0,123,590,56,TYPE_B,6.7,Beverages,Indian
1345938,1,13,2631,252.23,437.47,0,0,162,590,56,TYPE_B,6.7,Beverages,Indian
1277430,1,13,1248,253.23,251.23,0,0,121,590,56,TYPE_B,6.7,Beverages,Indian
1005971,1,13,1778,184.36,182.36,0,0,513,590,56,TYPE_B,6.7,Beverages,Italian
1217794,1,13,1062,185.33,185.33,0,0,998,590,56,TYPE_B,6.7,Beverages,Italian
1264572,1,13,2707,191.09,193.09,0,0,2078,590,56,TYPE_B,6.7,Beverages,Italian
1269641,1,13,1207,307.49,382.24,0,0,366,590,56,TYPE_B,6.7,Beverages,Continental
1129923,1,13,1230,320.16,390.0,0,0,337,590,56,TYPE_B,6.7,Beverages,Continental
1068257,1,13,2322,321.1,382.24,0,0,528,590,56,TYPE_B,6.7,Beverages,Continental
1324629,1,13,2290,279.36,281.36,0,0,1688,590,56,TYPE_B,6.7,Rice Bowl,Indian
1298988,1,13,1727,424.92,424.92,0,0,1067,590,56,TYPE_B,6.7,Rice Bowl,Indian
1191305,1,13,1109,231.86,299.73,1,0,3511,590,56,TYPE_B,6.7,Rice Bowl,Indian
1174920,1,13,2577,281.33,280.33,0,0,271,590,56,TYPE_B,6.7,Starters,Thai
1383444,1,13,2640,282.33,280.33,0,0,526,590,56,TYPE_B,6.7,Starters,Thai
1063247,1,13,1878,280.33,280.33,0,0,257,590,56,TYPE_B,6.7,Starters,Thai
1437377,1,13,2306,244.44,340.53,0,1,756,590,56,TYPE_B,6.7,Pasta,Italian
1461939,1,13,1216,454.93,456.93,0,0,13,590,56,TYPE_B,6.7,Pasta,Italian
1472502,1,13,2126,485.0,532.53,0,1,122,590,56,TYPE_B,6.7,Pasta,Italian
1071192,1,13,2826,330.83,330.83,0,0,1404,590,56,TYPE_B,6.7,Sandwich,Italian
1433904,1,13,1754,261.9,261.9,0,0,836,590,56,TYPE_B,6.7,Sandwich,Italian
1098091,1,13,1971,259.99,322.04,1,0,541,590,56,TYPE_B,6.7,Sandwich,Italian
1373262,1,13,1902,389.03,445.23,0,0,122,590,56,TYPE_B,6.7,Biryani,Indian
1464040,1,13,1247,387.03,447.23,0,0,175,590,56,TYPE_B,6.7,Biryani,Indian
1486750,1,13,1770,364.72,486.03,0,0,150,590,56,TYPE_B,6.7,Biryani,Indian
1183937,1,13,1198,169.78,168.78,0,0,688,590,56,TYPE_B,6.7,Extras,Thai
1468787,1,13,1311,176.54,177.54,0,0,904,590,56,TYPE_B,6.7,Extras,Thai
1085541,1,13,1803,157.2,157.2,0,0,944,590,56,TYPE_B,6.7,Extras,Thai
1287360,1,13,1438,243.5,272.63,0,0,109,590,56,TYPE_B,6.7,Soup,Thai
1463148,1,13,2494,242.5,270.63,0,0,41,590,56,TYPE_B,6.7,Soup,Thai
1271764,1,13,1847,243.5,271.63,0,0,54,590,56,TYPE_B,6.7,Soup,Thai
1200846,1,13,1558,587.82,612.13,1,0,283,590,56,TYPE_B,6.7,Pizza,Continental
1393272,1,13,2581,582.03,611.13,1,0,486,590,56,TYPE_B,6.7,Pizza,Continental
1252066,1,13,1962,584.97,611.13,1,0,986,590,56,TYPE_B,6.7,Pizza,Continental
1426338,1,13,1445,627.62,626.62,0,0,284,590,56,TYPE_B,6.7,Seafood,Continental
1215732,1,13,2444,626.62,627.62,0,0,109,590,56,TYPE_B,6.7,Seafood,Continental
1433489,1,13,2867,626.62,626.62,0,0,161,590,56,TYPE_B,6.7,Seafood,Continental
1419703,1,13,2760,242.53,243.53,0,0,485,590,56,TYPE_B,6.7,Other Snacks,Thai
1405620,1,13,1525,242.5,281.33,0,1,1202,590,56,TYPE_B,6.7,Other Snacks,Thai
1444506,1,13,2704,244.5,280.33,0,1,593,590,56,TYPE_B,6.7,Other Snacks,Thai
1265843,1,13,2492,388.03,389.03,0,0,96,590,56,TYPE_B,6.7,Desert,Indian
1413337,1,13,1543,484.03,484.03,0,0,283,590,56,TYPE_B,6.7,Desert,Indian
1217829,1,13,2304,485.03,486.03,0,0,134,590,56,TYPE_B,6.7,Desert,Indian
1295835,2,13,1885,135.86,121.28,0,1,1891,590,56,TYPE_B,6.7,Beverages,Thai
1292085,2,13,1993,133.86,122.28,0,1,2606,590,56,TYPE_B,6.7,Beverages,Thai
1062881,2,13,2539,134.83,134.83,0,0,447,590,56,TYPE_B,6.7,Beverages,Thai
1399778,2,13,2139,340.5,435.53,0,0,53,590,56,TYPE_B,6.7,Beverages,Indian
1059053,2,13,2631,97.97,439.47,1,1,1080,590,56,TYPE_B,6.7,Beverages,Indian
